scrip,scrip_name
SHREEASHTA,SHR ASTHVIN CINE VIS LIMITED
SHREECEM,SHREE CEMENT LIMITED
SHREEKRPET,ESKAY K 'N' IT (INDIA) LT
SHREEKRPOL,KRISHNA LIFESTYLE TECHNOL
SHREEPUSHK,SHRE PUSH CHEM & FERT LIMITED
SHREERAMA,SHREE RAMA MULTI TECH LIMITED
SHREESYNTH,SHREE SYNTHETICS LIMITED
SHRENIK,SHRENIK LIMITED
SHRENUJ,SHRENUJ & CO LIMITED
SHREPRECOT,SHREE PRECOATED STEELS LT
SHRERAJSYN,SHREE RAJASTHAN SYNTEX LT
SHREYANIND,SHREYANS INDUSTRIES LIMITED
SHREYAS,SHREYAS SHIPPING & LOGIST
SHRIASTER,SHRI ASTER SILICATES LIMITED
SHRIDINESH,SHRI DINESH MLLS LIMITED
SHRIPISTON,SHRIRAM PIST. & RING LIMITED
SHRIRAMCIT,SHRIRAM CITYUNI FIN.LTD.
SHRIRAMEPC,SHRIRAM EPC LIMITED.
SHRIYAMSEC,SHRIYAM SECURITIES LIMITED
SHUKRADIAM,SHUKRA DIAMONDS EXPORTS
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED
SHYAMTEL,SHYAM TELECOM LIMITED
SICAGEN,SICAGEN INDIA LIMITED
SICAL,SICAL LOGISTICS LIMITED
SIDDHATUBE,SIDDHARTHA TUBES LIMITED
SIEL,SIEL LIMITED
SIEMENS,SIEMENS LIMITED
SIGIND,SIGNET INDUSTRIES LIMITED
SIGNET,SIGNET INDUSTRIES LIMITED
SIL,STANDARD INDUSTRIES LIMITED.
SILINV,SIL INVESTMENTS LIMITED
SILVERLINE,SILVERLINE TECHNOLOGIES L
SIMBHALS,SIMBHAOLI SUGARS LIMITED.
SIMBHALSUG,SIMBHAOLI SUGAR MILLS LIMITED
SIMPLEX,SIMPLEX PROJECTS LIMITED.
SIMPLEXCAS,SIMPLEX CASTING LIMITED
SIMPLEXINF,SIMPLEX INFRASTRUCTURES L
SINGER,SINGER INDIA LIMITED
SINTEX,SINTEX INDUSTRIES LIMITED
SIPAPER,SOUTH INDIA PAPER MILLS
SIRCA,SIRCA PAINT INDIA LIMITED
SIRIS,SIRIS LIMITED
SIRPAPER,SIRPUR PAPER MILLS LIMITED
SIS,SECURITY INTELL SERVICES
SITASHREE,SITA SHREE FOOD PROD LIMITED
SITINET,SITI NETWORKS LIMITED
SIYSIL,SIYARAM SILK MILLS LIMITED
SJVN,SJVN LIMITED
SKFINDIA,SKF INDIA LIMITED
SKIL,SKIL INFRASTRUCTURE LIMITED.
SKIPPER,SKIPPER LIMITED
SKMEGGPROD,SKM EGG PROD EXPORT(I) LT
SKSIND,SKS LIMITED
SKUMARSYNF,S KUMARS NATIONWIDE LIMITED
SMARTLINK,SMARTLINK HOLDINGS LIMITED
SMDYECHEM,S M DYECHEM LIMITED
SMLISUZU,SML ISUZU LIMITED
SMPL,SPLENDID METAL PRODUCTS L
SMSLIFE,SMS LIFESCIENCES (I) LIMITED
SMSPHARMA,SMS PHARMACEUTICALS LIMITED.
SNEHAIND,SNEHADHARA INDUSTRIES LIMITED
SNOWMAN,SNOWMAN LOGISTICS LIMITED.
SOBHA,SOBHA LIMITED
SOFTTECHGR,SOFTWARE TECHNOLOGY GROUP
SOLARA,SOLARA ACTIVE PHA SCI LIMITED
SOLARINDS,SOLAR INDUSTRIES (I) LIMITED
SOLARSNIND,SOLARSON INDUSTRIES LIMITED
SOLPHARMA,SOL PHARMACEUTICALS LIMITED
SOMANISWIS,SOMANI SWISS INDS LIMITED
SOMANYCERA,SOMANY CERAMICS LIMITED
SOMATEX,SOMA TEXTILES & INDUST LT
SOMDUTTFIN,SOM DUTT FIN. CORP. LIMITED
SOMICONVEY,SOMI CONVEYOR BELT. LIMITED.
SOMKMARINE,SOMKAN MARINE FOODS LIMITED
SONALCOSM,SONAL COSMETICS LIMITED
SONATSOFTW,SONATA SOFTWARE LIMITED
SORILINFRA,SORIL INFRA RESOURCES LIMITED
SOTL,SAVITA OIL TECHNOLO. LIMITED
SOUTHBANK,THE SOUTH INDIAN BANK LIMITED
SOUTHNHERB,SOUTHERN HERBALS LIMITED
SOUTHWEST,SOUTH WEST PINNACLE LIMITED
SPAL,S. P. APPARELS LIMITED
SPANDANA,SPANDANA SPHOORTY FIN LIMITED
SPARC,SUN PHARMA ADV.RES.CO.LTD
SPARTEK,SPARTEK CERAMICS (I) LIMITED
SPCENET,SPACENET ENTERS IND LIMITED
SPECIALITY,SPECIALITY REST LIMITED
SPECIALSTL,TATA SSL LIMITED
SPECTACLE,SPECTACLE VENTURES LIMITED
SPENCERS,SPENCER'S RETAIL LIMITED
SPENTEX,SPENTEX IND. LIMITED
SPENTXIND,SPENTEX INDUSTRIES LIMITED
SPIC,SPIC LIMITED
SPICEJET,SPICEJET LIMITED
SPICELEC,SPEL SEMICONDUCTOR LIMITED
SPICFINE,HENKEL SPIC INDIA LIMITED
SPLIL,SPL INDUSTRIES LIMITED
SPMLINFRA,SPML INFRA LIMITED
SPTL,SINTEX PLASTICS TECH LIMITED
SPYL,SHEKHAWATI POLY-YARN LIMITED.
SREEL,SREELEATHERS LIMITED
SREERAYALK, SREE RAYALSEEMA ALKALIES
SREINFRA,SREI INFRASTRUCTURE FINAN
SRF,SRF LIMITED
SRFFINANCE,GE CAPITAL TRANS. FIN SER
SRHHYPOLTD,SREE RAYALSEEMA HHP LIMITED.
SRIMANORG,SRIMAN ORGANIC CHEMICAL I
SRIPIPES,SRIKALAHASTHI PIPES LIMITED
SRISARALOY,SHRI ISHAR ALLOY STEELS L
SRISHTIVID,SRISHTI VIDEOCORP LIMITED
SRIVISHCEM,SRI VISHNU CEMENT LIMITED
SRSLTD,SRS LIMITED
SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.
SSISPAT,SINGHAL SWAROOP ISPAT LIMITED
SSLFINANCE,ARCHANA SOFTWARE LIMITED
SSWL,STEEL STRIPS WHEELS LIMITED.
STAMPEDE,STAMPEDE CAPITAL LIMITED
STANDRDBAT,STANDARD BATTERIES LIMITED
STAR,STRIDES PHARMA SCI LIMITED
STARCEMENT,STAR CEMENT LIMITED
STARPAPER,STAR PAPER MILLS LIMITED
STCINDIA,THE STATE TRADING CORPN
STEELCITY,STEEL CITY SECURITIES LIMITED
STEELCOGUJ,STEELCO GUJARAT LIMITED
STEELXIND,STEEL EXCHANGE INDIA LIMITED
STEL,STEL HOLDINGS LIMITED
STERLINBIO,STERLING BIOTECH LIMITED
STERLINHOL,STERLING HOLIDAY RESORTS
STERTOOLS,STERLING TOOLS LIMITED
STILBENCHM,STILBENE CHEMICALS LIMITED
STINDIA,STI INDIA LIMITED
STRAUSIND,STRAUS INDS & EXPORTS LIMITED
STRTECH,STERLITE TECHNOLOGIES LIMITED
SUASHDIMON,SUASHISH DIAMONDS LIMITED
SUBCAPCITY,INTERNATIONAL CONST LIMITED
SUBEX,SUBEX LIMITED
SUBROS,SUBROS LIMITED
SUDAR,SUDAR INDUSTRIES LIMITED
SUDARSCHEM,SUDARSHAN CHEMICAL INDS L
SUDITIND,SUDITI INDUSTRIES LIMITED
SUJANAUNI,SUJANA UNI. INDS. LIMITED.
SULZER,SULZER INDIA LIMITED
SUMANMOTEL,SUMAN MOTELS LIMITED
SUMEETINDS,SUMEET IND LIMITED
SUMEETMACH,SUMEET MACHINES LIMITED
SUMICHEM,SUMITOMO CHEM INDIA LIMITED
SUMIT,SUMIT WOODS LIMITED
SUMMITSEC,SUMMIT SECURITIES LIMITED
SUNCLAYLTD,SUNDARAM CLAYTON LIMITED
SUNDARAM,SUNDARAM MULTI PAP LIMITED
SUNDARMFIN,SUNDARAM FINANCE LIMITED
SUNDARMHLD,SUNDARAM FINANCE HOLD LIMITED
SUNDRMBRAK,SUNDARAM BRAK LININGS LIMITED
SUNDRMFAST,SUNDRAM FASTENERS LIMITED
SUNFLAG,SUNFLAG IRON AND STEEL CO
SUNILHITEC,SUNIL HITECH ENGR. LIMITED
SUNPHARMA,SUN PHARMACEUTICAL IND L
SUNRISESEC,SUNRISE SECURITIES LIMITED
SUNSTRCHEM,SUNSTAR CHEMICALS LIMITED
SUNTECK,SUNTECK REALTY LIMITED
SUNTV,SUN TV NETWORK LIMITED
SUPERFORGE,SUPER FORGINGS AND STEELS
SUPERHOUSE,SUPERHOUSE LIMITED
SUPERSALES,SUPER SALES AGENCIES LIMITED
SUPERSPIN,SUPER SPINNING MILLS LIMITED
SUPPETRO,SUPREME PETROCHEMICALS LT
SUPRAJIT,SUPRAJIT ENGINEERING LIMITED
SUPREMEIND,SUPREME INDUSTRIES LIMITED
SUPREMEINF,SUPREME INFRA. LIMITED.
SUPREMETEX,SUPREME TEX MART LIMITED
SURANACORP,SURANA CORPORATION LIMITED
SURANAIND,SURANA INDUSTRIES LIMITED
SURANASOL,SURANA SOLAR LIMITED
SURANAT&P,SURANA TELECOM AND POW LT
SURYAGROIL,SURYA AGROILS LIMITED
SURYAJYOTI,SURYAJYOTI SPIN.MILLS LIMITED
SURYALAXMI,SURYALAKSHMI COT MIL LIMITED
SURYAPHARM,SURYA PHARMACEUTICAL LIMITED.
SURYAROSNI,SURYA ROSHNI LIMITED
SURYVANSPG,SURYAVANSHI SPG MILLS LIMITED
SUTLEJTEX,SUTLEJ TEXT & INDUS LIMITED
SUVARNAQUA,SUVARNA AQUA FARMS AND EX
SUVEN,SUVEN LIFE SCIENCES LIMITED
SUVENPHAR,SUVEN PHARMACEUTICALS LIMITED
SUZLON,SUZLON ENERGY LIMITED
SUZLONFIBR,SUZLON FIBRES LIMITED
SVADMILLS,SVADESHI MILLS CO LIMITED
SVOGL,SVOGL OIL GAS & ENERGY LT
SWANENERGY,SWAN ENERGY LIMITED
SWARAJENG,SWARAJ ENGINES LIMITED
SWELECTES,SWELECT ENERGY SYS LIMITED
SWIL,SWIL LIMITED
SWSOLAR,STERLING & WILSON SO LIMITED
SYMPHONY,SYMPHONY LIMITED
SYNCOM,SYNCOM HEALTHCARE LIMITED
SYNDIBANK,SYNDICATE BANK
SYNGENE,SYNGENE INTERNATIONAL LIMITED
TAINWALCHM,TAINWALA CHEMICAL AND PLA
TAJGVK,TAJ GVK HOTELS & RESORTS
TAKE,TAKE SOLUTIONS LIMITED
TALBROAUTO,TALBROS AUTO. COMP. LIMITED
TALWALKARS,TALWALKAR FITNESS LIMITED
TALWGYM,TALWALKARS HEALTHCLUB LIMITED
TANEJAERO,TANEJA AEROSPACE AND AVIA
TANFAC,TANFAC INDUSTRIES LIMITED
TANFACIND,TANFAC IND LIMITED
TANLA,TANLA SOLUTIONS LIMITED
TANTIACONS,TANTIA CONST LIMITED
TARAJEWELS,TARA JEWELS LIMITED
TARAPUR,TARAPUR TRANSFORMERS LIMITED
TARMAT,TARMAT LIMITED
TASTYBITE,TASTY BITE EATABLES LIMITED
TATACHEM,TATA CHEMICALS LIMITED
TATACOFFEE,TATA COFFEE LIMITED
TATACOMM,TATA COMMUNICATIONS LIMITED
TATACONSUM,TATA CONSUMER PRODUCT LIMITED
TATADVMATL,TATA ADVANCED MATERIALS L
TATAELXSI,TATA ELXSI LIMITED
TATAINVEST,TATA INVESTMENT CORP LIMITED
TATAMETALI,TATA METALIKS LIMITED
TATAMOTORS,TATA MOTORS LIMITED
TATAMTRDVR,TATA MOTORS DVR 'A' ORD
TATAPOWER,TATA POWER CO LIMITED
TATASTEEL,TATA STEEL LIMITED
TATASTLBSL,TATA STEEL BSL LIMITED
TATASTLLP,TATA STEEL LONG PRO LIMITED
TATAUNISYS,TATA INFOTECH LIMITED.
TATAYODOGA,TATA YODOGAWA LIMITED
TATIASKYLN,TATIA SKYLINES AND HEALTH
TBZ,TRIB BHIMJI ZAVERI LIMITED
TCI,TRANSPORT CORPN OF INDIA
TCIDEVELOP,TCI DEVELOPERS LIMITED
TCIEXP,TCI EXPRESS LIMITED
TCIFINANCE,TCI FINANCE LIMITED
TCNSBRANDS,TCNS CLOTHING CO. LIMITED
TCPLPACK,TCPL PACKAGING LIMITED
TCS,TATA CONSULTANCY SERV LT
TDPOWERSYS,TD POWER SYSTEMS LIMITED.
TEAMLEASE,TEAMLEASE SERVICES LIMITED.
TECHIN,TECHINDIA NIRMAN LIMITED
TECHM,TECH MAHINDRA LIMITED
TECHNO,TECHNO ELT & ENG CO. LIMITED
TECHNOE,TECHNO ELEC & ENG CO. LIMITED
TECHNOFAB,TECHNOFAB ENG LIMITED
TECILCHEM,TECIL CHEM AND HYDRO POWE
TECPRO,TECPRO SYSTEMS LIMITED
TEJASNET,TEJAS NETWORKS LIMITED
TELEPHNCAB,TELEPHONE CABLES LIMITED
TERASOFT,TERA SOFTWARE LIMITED
TEXINFRA,TEXMACO INFRA & HOLDG LIMITED
TEXMOPIPES,TEXMO PIPE & PRODUCTS LIMITED
TEXRAIL,TEXMACO RAIL & ENG. LIMITED.
TEXTOOL,TEXTOOL CO LIMITED
TFCILTD,TOURISM FINANCE CORP. OF
TFL,TRANSWARRANTY FIN. LIMITED.
TGBHOTELS,TGB BANQUETS&HOTELS LIMITED
THANGAMAYL,THANGAMAYIL JEWELLERY LIMITED
THAPARAGRO,THAPAR AGRO MILLS LIMITED
THAPARMILK,THAPAR MILK LIMITED
THAPRISPAT,THAPAR ISPAT LIMITED
THEINVEST,THE INVEST TRUST OF IND L
THEMISMED,THEMIS MEDICARE LIMITED.
THERMAX,THERMAX LIMITED
THIRUSUGAR,THIRU AROORAN SUGARS LIMITED
THOMASCOOK,THOMAS COOK (INDIA) LIMITED
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED
THYROCARE,THYROCARE TECH LIMITED
TI,TILAKNAGAR INDUSTRIES LIMITED
TIDEWATER,TIDE WATER OIL LIMITED
TIIL,TECHNOCRAFT IND LIMITED
TIINDIA,TUBE INVEST OF INDIA LIMITED
TIJARIA,TIJARIA POLYPIPES LIMITED
TIL,TIL LIMITED
TIMBOR,TIMBOR HOME LIMITED
TIMESGTY,TIMES GUARANTY LIMITED
TIMETECHNO,TIME TECHNOPLAST LIMITED.
TIMEXWATCH,TIMEX WATCHES LIMITED
TIMKEN,TIMKEN INDIA LIMITED.
TINPLATE,THE TINPLATE CO. (I) LIMITED
TIPSINDLTD,TIPS INDUSTRIES LIMITED
TIRUMALCHM,THIRUMALAI CHEMICALS LIMITED
TITAGRSTEL,TITAGARH INDUSTRIES LIMITED
TITAN,TITAN COMPANY LIMITED
TMRVL,THE MANDHANA RET VENT LIMITED
TMTINDIA,T M T (INDIA) LIMITED
TNPETRO,TAMILNADU PETROPRODUCTS L
TNPL,TAMILNADU NEWSPRT & PAPER
TNTELE,TAMILNADU TELECOMMUNICATI
TODAYS,TODAYS WRITING INSTRUMENT
TOKYOPLAST,TOKYO PLAST INTL LIMITED
TOLANIBULK,TOLANI BULK CARRIERS LIMITED
TORNTPHARM,TORRENT PHARMACEUTICALS L
TORNTPOWER,TORRENT POWER LIMITED
TORRENGUJ,TORRENT GUJARAT BIOTECH L
TORRENTCAB,TORRENT CABLES LIMITED
TOUCHWOOD,TOUCHWOOD ENTERTAIN LIMITED.
TPINDIA,T P I INDIA LIMITED
TPLPLASTEH,TPL PLASTECH LIMITED
TRANSCHEM,TRANSCHEM LIMITED
TRANSFREIT,TRANS-FREIGHT CONTAINERS
TRANSPEK,TRANSPEK INDUSTRY LIMITED
TREEHOUSE,TREE HOUSE EDU LIMITED
TREJHARA,TREJHARA SOLUTIONS LIMITED
TRENT,TRENT LIMITED
TRF,TRF LIMITED
TRICOM,TRICOM INDIA LIMITED
TRIDENT,TRIDENT LIMITED
TRIGYN,TRIGYN TECHNOLOGIES LIMITED
TRIL,TRANS & RECTI. LIMITED
TRITURBINE,TRIVENI TURBINE LIMITED
TRIVENI,TRIVENI ENGG. & INDS. LIMITED
TRIVENSHET,TRIVENI GLASS LIMITED
TTGIND,T T G INDUSTRIES LIMITED
TTKHLTCARE,TTK HEALTHCARE LIMITED
TTKPRESTIG,TTK PRESTIGE LIMITED
TTL,T T LIMITED
TTML,TATA TELESERV(MAHARASTRA)
TULIP,TULIP TELECOM LIMITED
TULSI,TULSI EXTRUSION LIMITED.
TULSYAN,TULSYAN NEC LIMITED
TUTICORALK,TUTICORIN ALKALI CHEMICAL
TV18BRDCST,TV18 BROADCAST LIMITED
TVSELECT,TVS ELECTRONICS LIMITED
TVSMOTOR,TVS MOTOR COMPANY  LIMITED
TVSSRICHAK,TVS SRICHAKRA LIMITED
TVTODAY,TV TODAY NETWORK LIMITED
TVVISION,TV VISION LIMITED
TWILITAKA,TWILIGHT LITAKA PHARMA
TWL,TITAGARH WAGONS LIMITED.
UBENGG,UB ENGINEERING LIMITED
UBHOLDINGS,UNITED BREW. (HOLD.) LIMITED
UBL,UNITED BREWERIES LIMITED
UCALFUEL,UCAL FUEL SYSTEMS LIMITED
UCOBANK,UCO BANK
UFLEX,UFLEX LIMITED
UFO,UFO MOVIEZ INDIA LIMITED.
UGARSUGAR,THE UGAR SUGAR WORKS LIMITED
UJAAS,UJAAS ENERGY LIMITED
UJJIVAN,UJJIVAN FIN. SERVC. LIMITED.
UJJIVANSFB,UJJIVAN SMALL FINANC BANK
ULTRACEMCO,ULTRATECH CEMENT LIMITED
ULTRMARINE,ULTRAMARINE & PIGMENTS
UMANGDAIRY,UMANG DAIRIES LIMITED
UMESLTD,USHA MARTIN EDU & SOL LIMITED
UNICHEMLAB,UNICHEM LABORATORIES LIMITED
UNIENTER,UNIPHOS ENTERPRISES LIMITED
UNIFLEX,UNIFLEX CABLES LIMITED
UNIMIN,UNIMIN INDIA LIMITED
UNIONBANK,UNION BANK OF INDIA
UNIPLAS,UNIPLAS INDIA LIMITED
UNIPLY,UNIPLY INDUSTRIES LIMITED
UNITECH,UNITECH LIMITED
UNITEDBNK,UNITED BANK OF INDIA
UNITEDTEA,UNITED NILGIRI TEA LIMITED
UNITY,UNITY INFRAPROJECTS LIMITED
UNIVASTU,UNIVASTU INDIA LIMITED
UNIVCABLES,UNIVERSAL CABLES LIMITED
UNIVPHOTO,UNIVERSUS IMAGINGS LIMITED
UPL,UPL LIMITED
URJA,URJA GLOBAL LIMITED
USHAINDIA,USHA (INDIA) LIMITED
USHAISPAT,USHA ISPAT (I) LIMITED
USHAMART,USHA MARTIN LIMITED.
USHDEVINT,USHDEV INTERNATIONAL LIMITED
USHERAGRO,USHER AGRO LIMITED
UTINEXT50,UTIAMC - UTINEXT50
UTINIFTETF,UTIAMC - UTINIFTETF
UTISENSETF,UTIAMC - UTISENSETF
UTISXN50,UTIAMC - UTISXN50
UTIUS64-RI,UTI-US64(REINVESTMENT)
UTTAMSTL,UTTAM GALVA STEELS LIMITED
UTTAMSUGAR,UTTAM SUGAR MILLS LIMITED.
UTTAMVALUE,UTTAM VALUE STEELS LIMITED
UVSL,UTTAM VALUE STEELS LIMITED
V2RETAIL,V2 RETAIL LIMITED
VADILALIND,VADILAL INDUSTRIES LIMITED
VAIBHAVGBL,VAIBHAV GLOBAL LIMITED
VAISHALI,VAISHALI PHARMA LIMITED
VAKRANGEE,VAKRANGEE LIMITED
VALECHAENG,VALECHA ENG. LIMITED
VALUEIND,VALUE INDUSTRIES LIMITED
VANADYCHEM,VANAVIL DYES AND CHEMICAL
VARDHACRLC,VARDHAMAN ACRYLICS LIMITED
VARDMNPOLY,VARDHMAN POLYTEX LIMITED.
VARROC,VARROC ENGINEERING LIMITED.
VARUN,VARUN INDUS. LIMITED.
VARUNSEA,VARUN SEACON LIMITED
VASCONEQ,VASCON ENGINEERS LIMITED
VASWANI,VASWANI IND LIMITED
VATSALTD,VATSA CORPORATIONS  LIMITED
VATSMUSC,VATSA MUSIC LIMITED
VBDESAIFIN,V B DESAI FINANCIAL SERV
VBL,VARUN BEVERAGES LIMITED
VEDL,VEDANTA LIMITED
VEGPROFOOD,VEGEPRO FOODS AND FEEDS L
VENKEYS,VENKY'S (INDIA) LIMITED
VENLONPOLY,VENLON POLYSTER FILM LIMITED
VENUSREM,VENUS REMEDIES LIMITED
VENUSUGAR,VENUS SUGARS LIMITED
VERTOZ,VERTOZ ADVERTISING LIMITED
VESUVIUS,VESUVIUS INDIA LIMITED
VETO,VETO SWITCHGEAR CABLE LIMITED
VGUARD,V-GUARD IND LIMITED.
VHL,VARDHMAN HOLDINGS LIMITED
VICEROY,VICEROY HOTELS LIMITED
VICKERSYS,VICKERS SYSTEMS INTL LIMITED
VICTGLASS,VICTORY GLASS & INDS LIMITED
VIDANIAGRO,VIDIANI AGROTECH LIMITED
VIDEOIND,VIDEOCON INDUSTRIES LIMIT
VIDHIING,VIDHI SPCLTY F INGRDNTS L
VIDIANIENG,VIDIANI ENGINEERS LIMITED
VIJAYABANK,VIJAYA BANK
VIJIFIN,VIJI FINANCE LIMITED
VIJSHAN,VIJAY SHANTHI BUILD LIMITED
VIKASECO,VIKAS ECOTECH LIMITED
VIKASHYB,VHEL INDUSTRIES LIMITED
VIKASMCORP,VIKAS MULTICORP LIMITED
VIKASPROP,VIKAS PROP & GRANITE LIMITED
VIKASWSP,VIKAS WSP LIMITED
VIKRAMPROJ,VIKRAM PROJECTS LIMITED
VIMALOIL,VIMAL O & F LIMITED
VIMTALABS,VIMTA LABS LIMITED
VINATIORGA,VINATI ORGANICS LIMITED
VINDHYATEL,VINDHYA TELELINKS LIMITED
VINYLINDIA,VINYL CHEMICALS (I) LIMITED.
VINYOGCLOT,VINIYOGA CLOTHEX LIMITED
VIPCLOTHNG,VIP CLOTHING LIMITED
VIPIND,VIP INDUSTRIES LIMITED
VIPPYSOLVX,VIPPY INDUSTRIES LIMITED
VIPULLTD,VIPUL LIMITED
VIRAJALLOY,VIRAJ ALLOYS LIMITED
VIRALFILA,VIRAL FILAMENTS LIMITED
VIRALSYNTX,VIRAL SYNTEX LIMITED
VISAKAIND,VISAKA INDUSTRIES LIMITED
VISASTEEL,VISA STEEL LIMITED
VISESHINFO,VISESH INFOTECNICS LIMITED
VISHAL,VISHAL FABRICS LIMITED
VISHNU,VISHNU CHEMICALS LIMITED
VISHWARAJ,VISHWARAJ SUGAR IND LIMITED
VISUINTL,VISU INTERNATIONAL LIMITED
VITALCOMM,VITAL COMMUNICATIONS LIMITED
VITARACHEM,VITARA CHEMICALS LIMITED
VIVIDHA,VISAGAR POLYTEX LIMITED
VIVIMEDLAB,VIVIMED LABS LIMITED
VKSPL,VKS PROJECTS LIMITED
VLSFINANCE,VLS FINANCE LIMITED
VMART,VMART RETAIL LIMITED
VMJOGENGG,V M JOG ENGG LIMITED
VOLTAMP,VOLTAMP TRANSFORMERS LIMITED
VOLTAS,VOLTAS LIMITED
VRLLOG,VRL LOGISTICS LIMITED
VSSL,VARDHMAN SPC STEEL LIMITED
VSTIND,VST INDUSTRIES LIMITED
VSTTILLERS,VST TILLERS TRACTORS LIMITED
VTCIND,V T C INDUSTRIES LIMITED
VTL,VARDHMAN TEXTILES LIMITED
VULCANENG,VULCAN ENGINEERS LIMITED
VXLINSTR,VXL INSTRUMENTS LIMITED
WABAG,VA TECH WABAG LIMITED
WABCOINDIA,WABCO INDIA LIMITED
WALCHANNAG,WALCHANDNAGAR INDUSTRIES
WANBURY,WANBURY LIMITED
WARRENTEA,WARREN TEA LIMITED
WATERBASE,WATERBASE LIMITED
WEBELSOLAR,WEBSOL ENERGY SYSTEM LIMITED
WEIZMANIND,WEIZMANN LIMITED
WELCORP,WELSPUN CORP LIMITED
WELDFLUX,UBE INDUSTRIES LIMITED
WELENT,WELSPUN ENTERPRISES LIMITED.
WELINV,WELSPUN INV & COMM LIMITED
WELMANINCA,WELLMAN INCANDESCENT (I)
WELSPUNIND,WELSPUN INDIA LIMITED
WELSPUNPOL,WELSPUN INDIA LIMITED
WENDT,WENDT (INDIA) LIMITED
WESTERNBIO,ECOBOARD INDUSTRIES LIMITED
WESTINDSEC,WESTERN INDIA SECURITIES
WESTLIFE,WESTLIFE DEVELOPMENT LIMITED
WHEELS,WHEELS INDIA LIMITED
WHIRLPOOL,WHIRLPOOL OF INDIA LIMITED
WIDIA,WIDIA INDIA LIMITED
WILLAMAGOR,WILLIAMSON MAGOR
WILLARDLTD,WILLARD INDIA LIMITED
WIMPLAST,WIM PLAST LIMITED
WINDMACHIN,WINDSOR MACHINES LIMITED
WINSOME,WINSOME YARNS LIMITED
WIPL,THE WESTERN INDIA PLY LIMITED
WIPRO,WIPRO LIMITED
WOCKPHARMA,WOCKHARDT LIMITED
WONDERLA,WONDERLA HOLIDAYS LIMITED.
WOOLWORTH,UNIWORTH LIMITED
WSI,W.S.INDUSTRIES (I) LIMITED.
WSIND,W S INDUSTRIES (I) LIMITED
WSTCSTPAPR,WEST COAST PAPER MILLS LT
XCHANGING,XCHANGING SOLUTIONS LIMITED
XELPMOC,XELPMOC DESIGN & TECH LIMITED
XLENERGY,XL ENERGY LIMITED
XPROINDIA,XPRO INDIA LIMITED
YESBANK,YES BANK LIMITED
YOGOPHARM,YOGI PHARMACY LIMITED
YUKENINDIA,YUKEN INDIA LIMITED
ZANDUREALT,ZANDU REALTY LIMITED
ZEEL,ZEE ENTERTAINMENT ENT LIMITED
ZEELEARN,ZEE LEARN LIMITED
ZEEMEDIA,ZEE MEDIA CORPORATION LIMITED
ZENITHBIR,ZENITH BIRLA (INDIA) LIMITED
ZENITHEXPO,ZENITH EXPORTS LIMITED
ZENITHINFO,ZENITH INFOTECH LIMITED
ZENSARTECH,ZENSAR TECHNOLOGIES  LIMITED
ZENTEC,ZEN TECHNOLOGIES LIMITED
ZFSTEERING,Z F STEERING GEAR (I) LIMITED
ZICOM,ZICOM ELECT SEC SYS LIMITED
ZILONPHARM,ZILLION PHARMACHEM LIMITED
ZODIACLOTH,ZODIAC CLOTHING CO. LIMITED.
ZODJRDMKJ,ZODIAC JRD-MKJ LIMITED
ZOTA,ZOTA HEALTH CARE LIMITED
ZUARI,ZUARI AGRO CHEMICALS LIMITED
ZUARIGLOB,ZUARI GLOBAL LIMITED
ZYDUSWELL,ZYDUS WELLNESS LIMITED
ZYLOG,ZYLOG SYSTEMS LIMITED.